Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
16,2018,Bills,Patriots,Patriots,Bills,24,12
16,2018,Browns,Bengals,Browns,Bengals,26,18
16,2018,Colts,Giants,Colts,Giants,28,27
16,2018,Cowboys,Buccaneers,Cowboys,Buccaneers,27,20
16,2018,Vikings,Lions,Vikings,Lions,27,9
16,2018,Jets,Packers,Packers,Jets,44,38
16,2018,Eagles,Texans,Eagles,Texans,32,30
16,2018,Dolphins,Jaguars,Jaguars,Dolphins,17,7
16,2018,Bears,49ers,Bears,49ers,14,9
16,2018,Rams,Cardinals,Rams,Cardinals,31,9
16,2018,Saints,Steelers,Saints,Steelers,31,28
16,2018,Chiefs,Seahawks,Seahawks,Chiefs,38,31
16,2018,Raiders,Broncos,Raiders,Broncos,27,14
17,2018,Falcons,Buccaneers,Falcons,Buccaneers,34,32
17,2018,Bills,Dolphins,Bills,Dolphins,42,17
17,2018,Saints,Panthers,Panthers,Saints,33,14
17,2018,Giants,Cowboys,Cowboys,Giants,36,35
17,2018,Packers,Lions,Lions,Packers,31,0
17,2018,Texans,Jaguars,Texans,Jaguars,20,3
17,2018,Patriots,Jets,Patriots,Jets,38,3
17,2018,Bears,Vikings,Bears,Vikings,24,10
17,2018,Bengals,Steelers,Steelers,Bengals,16,13
17,2018,Browns,Ravens,Ravens,Browns,26,24
17,2018,Cardinals,Seahawks,Seahawks,Cardinals,27,24
17,2018,Broncos,Chargers,Chargers,Broncos,23,9
17,2018,Chiefs,Raiders,Chiefs,Raiders,35,3
17,2018,Redskins,Eagles,Eagles,Redskins,24,0
17,2018,49ers,Rams,Rams,49ers,48,32
17,2018,Colts,Titans,Colts,Titans,33,17
WildCard,2018,Texans,Colts,Colts,Texans,21,7
WildCard,2018,Cowboys,Seahawks,Cowboys,Seahawks,24,22
WildCard,2018,Ravens,Chargers,Chargers,Ravens,23,17
WildCard,2018,Bears,Eagles,Eagles,Bears,16,15
Division,2018,Colts,Chiefs,Chiefs,Colts,31,13
Division,2018,Rams,Cowboys,Rams,Cowboys,30,22
Division,2018,Patriots,Chargers,Patriots,Chargers,41,28
Division,2018,Eagles,Saints,Saints,Eagles,20,14
ConfChamp,2018,Rams,Saints,Rams,Saints,26,23
ConfChamp,2018,Chiefs,Patriots,Patriots,Chiefs,37,31
SuperBowl,2018,Patriots,Rams,Patriots,Rams,13,3
1,2019,Bears,Packers,Packers,Bears,10,3
1,2019,Vikings,Falcons,Vikings,Falcons,28,12
1,2019,Jets,Bills,Bills,Jets,17,16
1,2019,Panthers,Rams,Rams,Panthers,30,27
1,2019,Titans,Browns,Titans,Browns,43,13
1,2019,Jaguars,Chiefs,Chiefs,Jaguars,40,26
1,2019,Ravens,Dolphins,Ravens,Dolphins,59,10
1,2019,Eagles,Redskins,Eagles,Redskins,32,27
1,2019,Bengals,Seahawks,Seahawks,Bengals,21,20
1,2019,Colts,Chargers,Chargers,Colts,30,24
1,2019,Lions,Cardinals,Lions,Cardinals,27,27
1,2019,Cowboys,Giants,Cowboys,Giants,35,17
1,2019,Buccaneers,49ers,49ers,Buccaneers,31,17
1,2019,Steelers,Patriots,Patriots,Steelers,33,3
1,2019,Texans,Saints,Saints,Texans,30,28
1,2019,Broncos,Raiders,Raiders,Broncos,24,16
2,2019,Buccaneers,Panthers,Buccaneers,Panthers,20,14
2,2019,Giants,Bills,Bills,Giants,28,14
2,2019,49ers,Bengals,49ers,Bengals,41,17
2,2019,Titans,Colts,Colts,Titans,19,17
2,2019,Ravens,Cardinals,Ravens,Cardinals,23,17
2,2019,Redskins,Cowboys,Cowboys,Redskins,31,21
2,2019,Chargers,Lions,Lions,Chargers,13,10
2,2019,Vikings,Packers,Packers,Vikings,21,16
2,2019,Jaguars,Texans,Texans,Jaguars,13,12
2,2019,Patriots,Dolphins,Patriots,Dolphins,43,0
2,2019,Steelers,Seahawks,Seahawks,Steelers,28,26
2,2019,Chiefs,Raiders,Chiefs,Raiders,28,10
2,2019,Broncos,Bears,Bears,Broncos,16,14
2,2019,Saints,Rams,Rams,Saints,27,9
2,2019,Falcons,Eagles,Falcons,Eagles,24,20
2,2019,Jets,Browns,Browns,Jets,23,3
3,2019,Titans,Jaguars,Jaguars,Titans,20,7
3,2019,Falcons,Colts,Colts,Falcons,27,24
3,2019,Bills,Bengals,Bills,Bengals,21,17
3,2019,Dolphins,Cowboys,Cowboys,Dolphins,31,6
3,2019,Broncos,Packers,Packers,Broncos,27,16
3,2019,Lions,Eagles,Lions,Eagles,27,24
3,2019,Ravens,Chiefs,Chiefs,Ravens,33,28
3,2019,Vikings,Raiders,Vikings,Raiders,34,14
3,2019,Patriots,Jets,Patriots,Jets,30,14
3,2019,Cardinals,Panthers,Panthers,Cardinals,38,20
3,2019,Giants,Buccaneers,Giants,Buccaneers,32,31
3,2019,Texans,Chargers,Texans,Chargers,27,20
3,2019,Seahawks,Saints,Saints,Seahawks,33,27
3,2019,49ers,Steelers,49ers,Steelers,24,20
3,2019,Browns,Rams,Rams,Browns,20,13
3,2019,Redskins,Bears,Bears,Redskins,31,15
4,2019,Eagles,Packers,Eagles,Packers,34,27
4,2019,Titans,Falcons,Titans,Falcons,24,10
4,2019,Patriots,Bills,Patriots,Bills,16,10
4,2019,Texans,Panthers,Panthers,Texans,16,10
4,2019,Ravens,Browns,Browns,Ravens,40,25
4,2019,Colts,Raiders,Raiders,Colts,31,24
4,2019,Lions,Chiefs,Chiefs,Lions,34,30
4,2019,Dolphins,Chargers,Chargers,Dolphins,30,10
4,2019,Redskins,Giants,Giants,Redskins,24,3
4,2019,Cardinals,Seahawks,Seahawks,Cardinals,27,10
4,2019,Buccaneers,Rams,Buccaneers,Rams,55,40
4,2019,Bears,Vikings,Bears,Vikings,16,6
4,2019,Broncos,Jaguars,Jaguars,Broncos,26,24
4,2019,Cowboys,Saints,Saints,Cowboys,12,10
4,2019,Steelers,Bengals,Steelers,Bengals,27,3
5,2019,Seahawks,Rams,Seahawks,Rams,30,29
5,2019,Jets,Eagles,Eagles,Jets,31,6
5,2019,Texans,Falcons,Texans,Falcons,53,32
5,2019,Bills,Titans,Bills,Titans,14,7
5,2019,Jaguars,Panthers,Panthers,Jaguars,34,27
5,2019,Raiders,Bears,Raiders,Bears,24,21
5,2019,Bengals,Cardinals,Cardinals,Bengals,26,23
5,2019,Vikings,Giants,Vikings,Giants,28,10
5,2019,Saints,Buccaneers,Saints,Buccaneers,31,24
5,2019,Redskins,Patriots,Patriots,Redskins,33,7
5,2019,Ravens,Steelers,Ravens,Steelers,26,23
5,2019,Chargers,Broncos,Broncos,Chargers,20,13
5,2019,Cowboys,Packers,Packers,Cowboys,34,24
5,2019,Chiefs,Colts,Colts,Chiefs,19,13
5,2019,49ers,Browns,49ers,Browns,31,3
6,2019,Patriots,Giants,Patriots,Giants,35,14
6,2019,Panthers,Buccaneers,Panthers,Buccaneers,37,26
6,2019,Redskins,Dolphins,Redskins,Dolphins,17,16
6,2019,Bengals,Ravens,Ravens,Bengals,23,17
6,2019,Browns,Seahawks,Seahawks,Browns,32,28
6,2019,Texans,Chiefs,Texans,Chiefs,31,24
6,2019,Saints,Jaguars,Saints,Jaguars,13,6
6,2019,Vikings,Eagles,Vikings,Eagles,38,20
6,2019,Falcons,Cardinals,Cardinals,Falcons,34,33
6,2019,49ers,Rams,49ers,Rams,20,7
6,2019,Cowboys,Jets,Jets,Cowboys,24,22
6,2019,Broncos,Titans,Broncos,Titans,16,0
6,2019,Steelers,Chargers,Steelers,Chargers,24,17
6,2019,Packers,Lions,Packers,Lions,23,22
7,2019,Chiefs,Broncos,Chiefs,Broncos,30,6
7,2019,Dolphins,Bills,Bills,Dolphins,31,21
7,2019,Colts,Texans,Colts,Texans,30,23
7,2019,Lions,Vikings,Vikings,Lions,42,30
7,2019,Redskins,49ers,49ers,Redskins,9,0
7,2019,Falcons,Rams,Rams,Falcons,37,10
7,2019,Jaguars,Bengals,Jaguars,Bengals,27,17
7,2019,Cardinals,Giants,Cardinals,Giants,27,21
7,2019,Packers,Raiders,Packers,Raiders,42,24
7,2019,Chargers,Titans,Titans,Chargers,23,20
7,2019,Saints,Bears,Saints,Bears,36,25
7,2019,Seahawks,Ravens,Ravens,Seahawks,30,16
7,2019,Cowboys,Eagles,Cowboys,Eagles,37,10
7,2019,Jets,Patriots,Patriots,Jets,33,0
8,2019,Redskins,Vikings,Vikings,Redskins,19,9
8,2019,Eagles,Bills,Eagles,Bills,31,13
8,2019,Chargers,Bears,Chargers,Bears,17,16
8,2019,Colts,Broncos,Colts,Broncos,15,13
8,2019,Lions,Giants,Lions,Giants,31,26
8,2019,Seahawks,Falcons,Seahawks,Falcons,27,20
8,2019,Rams,Bengals,Rams,Bengals,24,10
8,2019,Cardinals,Saints,Saints,Cardinals,31,9
8,2019,Jaguars,Jets,Jaguars,Jets,29,15
8,2019,Buccaneers,Titans,Titans,Buccaneers,27,23
8,2019,Panthers,49ers,49ers,Panthers,51,13
8,2019,Patriots,Browns,Patriots,Browns,27,13
8,2019,Texans,Raiders,Texans,Raiders,27,24
8,2019,Packers,Chiefs,Packers,Chiefs,31,24
8,2019,Dolphins,Steelers,Steelers,Dolphins,27,14
9,2019,49ers,Cardinals,49ers,Cardinals,28,25
9,2019,Texans,Jaguars,Texans,Jaguars,26,3
9,2019,Redskins,Bills,Bills,Redskins,24,9
9,2019,Panthers,Titans,Panthers,Titans,30,20
9,2019,Bears,Eagles,Eagles,Bears,22,14
9,2019,Colts,Steelers,Steelers,Colts,26,24
9,2019,Dolphins,Jets,Dolphins,Jets,26,18
9,2019,Chiefs,Vikings,Chiefs,Vikings,26,23
9,2019,Raiders,Lions,Raiders,Lions,31,24
9,2019,Seahawks,Buccaneers,Seahawks,Buccaneers,40,34
9,2019,Browns,Broncos,Broncos,Browns,24,19
9,2019,Packers,Chargers,Chargers,Packers,26,11
9,2019,Patriots,Ravens,Ravens,Patriots,37,20
9,2019,Cowboys,Giants,Cowboys,Giants,37,18
10,2019,Raiders,Chargers,Raiders,Chargers,26,24
10,2019,Saints,Falcons,Falcons,Saints,26,9
10,2019,Bills,Browns,Browns,Bills,19,16
10,2019,Lions,Bears,Bears,Lions,20,13
10,2019,Bengals,Ravens,Ravens,Bengals,49,13
10,2019,Cardinals,Buccaneers,Buccaneers,Cardinals,30,27
10,2019,Chiefs,Titans,Titans,Chiefs,35,32
10,2019,Giants,Jets,Jets,Giants,34,27
10,2019,Colts,Dolphins,Dolphins,Colts,16,12
10,2019,Packers,Panthers,Packers,Panthers,24,16
10,2019,Rams,Steelers,Steelers,Rams,17,12
10,2019,Vikings,Cowboys,Vikings,Cowboys,28,24
10,2019,49ers,Seahawks,Seahawks,49ers,27,24
11,2019,Steelers,Browns,Browns,Steelers,21,7
11,2019,Panthers,Falcons,Falcons,Panthers,29,3
11,2019,Bills,Dolphins,Bills,Dolphins,37,20
11,2019,Colts,Jaguars,Colts,Jaguars,33,13
11,2019,Lions,Cowboys,Cowboys,Lions,35,27
11,2019,Broncos,Vikings,Vikings,Broncos,27,23
11,2019,Ravens,Texans,Ravens,Texans,41,7
11,2019,Buccaneers,Saints,Saints,Buccaneers,34,17
11,2019,Jets,Redskins,Jets,Redskins,34,17
11,2019,49ers,Cardinals,49ers,Cardinals,36,26
11,2019,Raiders,Bengals,Raiders,Bengals,17,10
11,2019,Eagles,Patriots,Patriots,Eagles,17,10
11,2019,Rams,Bears,Rams,Bears,17,7
11,2019,Chargers,Chiefs,Chiefs,Chargers,24,17
12,2019,Colts,Texans,Texans,Colts,20,17
12,2019,Buccaneers,Falcons,Buccaneers,Falcons,35,22
12,2019,Bills,Broncos,Bills,Broncos,20,3
12,2019,Panthers,Saints,Saints,Panthers,34,31
12,2019,Giants,Bears,Bears,Giants,19,14
12,2019,Steelers,Bengals,Steelers,Bengals,16,10
12,2019,Dolphins,Browns,Browns,Dolphins,41,24
12,2019,Redskins,Lions,Redskins,Lions,19,16
12,2019,Jets,Raiders,Jets,Raiders,34,3
12,2019,Eagles,Seahawks,Seahawks,Eagles,17,9
12,2019,Titans,Jaguars,Titans,Jaguars,42,20
12,2019,Cowboys,Patriots,Patriots,Cowboys,13,9
12,2019,Packers,49ers,49ers,Packers,37,8
12,2019,Rams,Ravens,Ravens,Rams,45,6
13,2019,Bears,Lions,Bears,Lions,24,20
13,2019,Cowboys,Bills,Bills,Cowboys,26,15
13,2019,Saints,Falcons,Saints,Falcons,26,18
13,2019,Redskins,Panthers,Redskins,Panthers,29,21
13,2019,Jets,Bengals,Bengals,Jets,22,6
13,2019,Browns,Steelers,Steelers,Browns,20,13
13,2019,Titans,Colts,Titans,Colts,31,17
13,2019,Giants,Packers,Packers,Giants,31,13
13,2019,Jaguars,Buccaneers,Buccaneers,Jaguars,28,11
13,2019,Dolphins,Eagles,Dolphins,Eagles,37,31
13,2019,49ers,Ravens,Ravens,49ers,20,17
13,2019,Rams,Cardinals,Rams,Cardinals,34,7
13,2019,Chargers,Broncos,Broncos,Chargers,23,20
13,2019,Raiders,Chiefs,Chiefs,Raiders,40,9
13,2019,Patriots,Texans,Texans,Patriots,28,22
13,2019,Seahawks,Vikings,Seahawks,Vikings,37,30
14,2019,Bears,Cowboys,Bears,Cowboys,31,24
14,2019,Falcons,Panthers,Falcons,Panthers,40,20
14,2019,Bills,Ravens,Ravens,Bills,24,17
14,2019,Browns,Bengals,Browns,Bengals,27,19
14,2019,Buccaneers,Colts,Buccaneers,Colts,38,35
14,2019,Broncos,Texans,Broncos,Texans,38,24
14,2019,Lions,Vikings,Vikings,Lions,20,7
14,2019,Redskins,Packers,Packers,Redskins,20,15
14,2019,Jets,Dolphins,Jets,Dolphins,22,21
14,2019,Saints,49ers,49ers,Saints,48,46
14,2019,Jaguars,Chargers,Chargers,Jaguars,45,10
14,2019,Steelers,Cardinals,Steelers,Cardinals,23,17
14,2019,Patriots,Chiefs,Chiefs,Patriots,23,16
14,2019,Raiders,Titans,Titans,Raiders,42,21
14,2019,Rams,Seahawks,Rams,Seahawks,28,12
14,2019,Eagles,Giants,Eagles,Giants,23,17
15,2019,Ravens,Jets,Ravens,Jets,42,21
15,2019,Panthers,Seahawks,Seahawks,Panthers,30,24
15,2019,Packers,Bears,Packers,Bears,21,13
15,2019,Bengals,Patriots,Patriots,Bengals,34,13
15,2019,Chiefs,Broncos,Chiefs,Broncos,23,3
15,2019,Lions,Buccaneers,Buccaneers,Lions,38,17
15,2019,Titans,Texans,Texans,Titans,24,21
15,2019,Giants,Dolphins,Giants,Dolphins,36,20
15,2019,Eagles,Redskins,Eagles,Redskins,37,27
15,2019,Cardinals,Browns,Cardinals,Browns,38,24
15,2019,Jaguars,Raiders,Jaguars,Raiders,20,16
15,2019,Vikings,Chargers,Vikings,Chargers,39,10
15,2019,49ers,Falcons,Falcons,49ers,29,22
15,2019,Rams,Cowboys,Cowboys,Rams,44,21
15,2019,Steelers,Bills,Bills,Steelers,17,10
15,2019,Colts,Saints,Saints,Colts,34,7
16,2019,Buccaneers,Texans,Texans,Buccaneers,23,20
16,2019,Patriots,Bills,Patriots,Bills,24,17
16,2019,Rams,49ers,49ers,Rams,34,31
16,2019,Jaguars,Falcons,Falcons,Jaguars,24,12
16,2019,Panthers,Colts,Colts,Panthers,38,6
16,2019,Bengals,Dolphins,Dolphins,Bengals,38,35
16,2019,Browns,Ravens,Ravens,Browns,31,15
16,2019,Titans,Saints,Saints,Titans,38,28
16,2019,Redskins,Giants,Giants,Redskins,41,35
16,2019,Steelers,Jets,Jets,Steelers,16,10
16,2019,Lions,Broncos,Broncos,Lions,27,17
16,2019,Raiders,Chargers,Raiders,Chargers,24,17
16,2019,Cardinals,Seahawks,Cardinals,Seahawks,27,13
16,2019,Cowboys,Eagles,Eagles,Cowboys,17,9
16,2019,Chiefs,Bears,Chiefs,Bears,26,3
16,2019,Packers,Vikings,Packers,Vikings,23,10
17,2019,Falcons,Buccaneers,Falcons,Buccaneers,28,22
17,2019,Jets,Bills,Jets,Bills,13,6
17,2019,Saints,Panthers,Saints,Panthers,42,10
17,2019,Bears,Vikings,Bears,Vikings,21,19
17,2019,Browns,Bengals,Bengals,Browns,33,23
17,2019,Lions,Packers,Packers,Lions,23,20
17,2019,Chiefs,Chargers,Chiefs,Chargers,31,21
17,2019,Patriots,Dolphins,Dolphins,Patriots,27,24
17,2019,Colts,Jaguars,Jaguars,Colts,38,20
17,2019,Rams,Cardinals,Rams,Cardinals,31,24
17,2019,Redskins,Cowboys,Cowboys,Redskins,47,16
17,2019,Broncos,Raiders,Broncos,Raiders,16,15
17,2019,Texans,Titans,Titans,Texans,35,14
17,2019,Eagles,Giants,Eagles,Giants,34,17
17,2019,Ravens,Steelers,Ravens,Steelers,28,10
17,2019,Seahawks,49ers,49ers,Seahawks,26,21
WildCard,2019,Texans,Bills,Texans,Bills,22,19
WildCard,2019,Patriots,Titans,Titans,Patriots,20,13
WildCard,2019,Saints,Vikings,Vikings,Saints,26,20
WildCard,2019,Eagles,Seahawks,Seahawks,Eagles,17,9
Division,2019,49ers,Vikings,49ers,Vikings,27,10
Division,2019,Titans,Ravens,Titans,Ravens,28,12
Division,2019,Texans,Chiefs,Chiefs,Texans,51,31
Division,2019,Packers,Seahawks,Packers,Seahawks,28,23
ConfChamp,2019,Chiefs,Titans,Chiefs,Titans,35,24
ConfChamp,2019,Packers,49ers,49ers,Packers,37,20
SuperBowl,2019,Chiefs,49ers,Chiefs,49ers,31,20
1,2020,Chiefs,Texans,Chiefs,Texans,34,20
1,2020,Seahawks,Falcons,Seahawks,Falcons,38,25
1,2020,Jets,Bills,Bills,Jets,27,17
1,2020,Panthers,Raiders,Raiders,Panthers,34,30
1,2020,Bears,Lions,Bears,Lions,27,23
1,2020,Browns,Ravens,Ravens,Browns,38,6
1,2020,Jaguars,Colts,Jaguars,Colts,27,20
1,2020,Vikings,Packers,Packers,Vikings,43,34
1,2020,Dolphins,Patriots,Patriots,Dolphins,21,11
1,2020,Team,Eagles,Team,Eagles,27,17
1,2020,Bengals,Chargers,Chargers,Bengals,16,13
1,2020,49ers,Cardinals,Cardinals,49ers,24,20
1,2020,Buccaneers,Saints,Saints,Buccaneers,34,23
1,2020,Rams,Cowboys,Rams,Cowboys,20,17
1,2020,Steelers,Giants,Steelers,Giants,26,16
1,2020,Titans,Broncos,Titans,Broncos,16,14
2,2020,Bengals,Browns,Browns,Bengals,35,30
2,2020,Falcons,Cowboys,Cowboys,Falcons,40,39
2,2020,Bills,Dolphins,Bills,Dolphins,31,28
2,2020,Panthers,Buccaneers,Buccaneers,Panthers,31,17
2,2020,Bears,Giants,Bears,Giants,17,13
2,2020,Colts,Vikings,Colts,Vikings,28,11
2,2020,Broncos,Steelers,Steelers,Broncos,26,21
2,2020,Packers,Lions,Packers,Lions,42,21
2,2020,Titans,Jaguars,Titans,Jaguars,33,30
2,2020,49ers,Jets,49ers,Jets,31,13
2,2020,Eagles,Rams,Rams,Eagles,37,19
2,2020,Team,Cardinals,Cardinals,Team,30,15
2,2020,Texans,Ravens,Ravens,Texans,33,16
2,2020,Chargers,Chiefs,Chiefs,Chargers,23,20
2,2020,Patriots,Seahawks,Seahawks,Patriots,35,30
2,2020,Raiders,Saints,Raiders,Saints,34,24
3,2020,Jaguars,Dolphins,Dolphins,Jaguars,31,13
3,2020,Falcons,Bears,Bears,Falcons,30,26
3,2020,Bills,Rams,Bills,Rams,35,32
3,2020,Bengals,Eagles,Eagles,Bengals,23,23
3,2020,Browns,Team,Browns,Team,34,20
3,2020,Steelers,Texans,Steelers,Texans,28,21
3,2020,Vikings,Titans,Titans,Vikings,31,30
3,2020,Raiders,Patriots,Patriots,Raiders,36,20
3,2020,49ers,Giants,49ers,Giants,36,9
3,2020,Chargers,Panthers,Panthers,Chargers,21,16
3,2020,Colts,Jets,Colts,Jets,36,7
3,2020,Lions,Cardinals,Lions,Cardinals,26,23
3,2020,Cowboys,Seahawks,Seahawks,Cowboys,38,31
3,2020,Buccaneers,Broncos,Buccaneers,Broncos,28,10
3,2020,Saints,Packers,Packers,Saints,37,30
3,2020,Ravens,Chiefs,Chiefs,Ravens,34,20
4,2020,Broncos,Jets,Broncos,Jets,37,28
4,2020,Cardinals,Panthers,Panthers,Cardinals,31,21
4,2020,Colts,Bears,Colts,Bears,19,11
4,2020,Jaguars,Bengals,Bengals,Jaguars,33,25
4,2020,Browns,Cowboys,Browns,Cowboys,49,38
4,2020,Lions,Saints,Saints,Lions,35,29
4,2020,Vikings,Texans,Vikings,Texans,31,23
4,2020,Dolphins,Seahawks,Seahawks,Dolphins,31,23
4,2020,Ravens,Team,Ravens,Team,31,17
4,2020,Buccaneers,Chargers,Buccaneers,Chargers,38,31
4,2020,Giants,Rams,Rams,Giants,17,9
4,2020,Bills,Raiders,Bills,Raiders,30,23
4,2020,Eagles,49ers,Eagles,49ers,25,20
4,2020,Patriots,Chiefs,Chiefs,Patriots,26,10
4,2020,Packers,Falcons,Packers,Falcons,30,16
5,2020,Bears,Buccaneers,Bears,Buccaneers,20,19
5,2020,Panthers,Falcons,Panthers,Falcons,23,16
5,2020,Ravens,Bengals,Ravens,Bengals,27,3
5,2020,Jets,Cardinals,Cardinals,Jets,30,10
5,2020,Jaguars,Texans,Texans,Jaguars,30,14
5,2020,Raiders,Chiefs,Raiders,Chiefs,40,32
5,2020,Steelers,Eagles,Steelers,Eagles,38,29
5,2020,Rams,Team,Rams,Team,30,10
5,2020,Dolphins,49ers,Dolphins,49ers,43,17
5,2020,Colts,Browns,Browns,Colts,32,23
5,2020,Giants,Cowboys,Cowboys,Giants,37,34
5,2020,Seahawks,Vikings,Seahawks,Vikings,27,26
5,2020,Saints,Chargers,Saints,Chargers,30,27
5,2020,Titans,Bills,Titans,Bills,42,16
6,2020,Broncos,Patriots,Broncos,Patriots,18,12
6,2020,Jaguars,Lions,Lions,Jaguars,34,16
6,2020,Vikings,Falcons,Falcons,Vikings,40,23
6,2020,Panthers,Bears,Bears,Panthers,23,16
6,2020,Bengals,Colts,Colts,Bengals,31,27
6,2020,Steelers,Browns,Steelers,Browns,38,7
6,2020,Titans,Texans,Titans,Texans,42,36
6,2020,Team,Giants,Giants,Team,20,19
6,2020,Ravens,Eagles,Ravens,Eagles,30,28
6,2020,Jets,Dolphins,Dolphins,Jets,24,0
6,2020,Buccaneers,Packers,Buccaneers,Packers,38,10
6,2020,Rams,49ers,49ers,Rams,24,16
6,2020,Chiefs,Bills,Chiefs,Bills,26,17
6,2020,Cowboys,Cardinals,Cardinals,Cowboys,38,10
7,2020,Giants,Eagles,Eagles,Giants,22,21
7,2020,Texans,Packers,Packers,Texans,35,20
7,2020,Steelers,Titans,Steelers,Titans,27,24
7,2020,Lions,Falcons,Lions,Falcons,23,22
7,2020,Bills,Jets,Bills,Jets,18,10
7,2020,Saints,Panthers,Saints,Panthers,27,24
7,2020,Browns,Bengals,Browns,Bengals,37,34
7,2020,Team,Cowboys,Team,Cowboys,25,3
7,2020,Raiders,Buccaneers,Buccaneers,Raiders,45,20
7,2020,Chiefs,Broncos,Chiefs,Broncos,43,16
7,2020,Patriots,49ers,49ers,Patriots,33,6
7,2020,Jaguars,Chargers,Chargers,Jaguars,39,29
7,2020,Cardinals,Seahawks,Cardinals,Seahawks,37,34
7,2020,Bears,Rams,Rams,Bears,24,10
8,2020,Panthers,Falcons,Falcons,Panthers,25,17
8,2020,Colts,Lions,Colts,Lions,41,21
8,2020,Packers,Vikings,Vikings,Packers,28,22
8,2020,Dolphins,Rams,Dolphins,Rams,28,17
8,2020,Steelers,Ravens,Steelers,Ravens,28,24
8,2020,Patriots,Bills,Bills,Patriots,24,21
8,2020,Titans,Bengals,Bengals,Titans,31,20
8,2020,Raiders,Browns,Raiders,Browns,16,6
8,2020,Jets,Chiefs,Chiefs,Jets,35,9
8,2020,Broncos,Chargers,Broncos,Chargers,31,30
8,2020,49ers,Seahawks,Seahawks,49ers,37,27
8,2020,Bears,Saints,Saints,Bears,26,23
8,2020,Eagles,Cowboys,Eagles,Cowboys,23,9
8,2020,Giants,Buccaneers,Buccaneers,Giants,25,23
9,2020,49ers,Packers,Packers,49ers,34,17
9,2020,Colts,Ravens,Ravens,Colts,24,10
9,2020,Lions,Vikings,Vikings,Lions,34,20
9,2020,Jaguars,Texans,Texans,Jaguars,27,25
9,2020,Broncos,Falcons,Falcons,Broncos,34,27
9,2020,Seahawks,Bills,Bills,Seahawks,44,34
9,2020,Chiefs,Panthers,Chiefs,Panthers,33,31
9,2020,Titans,Bears,Titans,Bears,24,17
9,2020,Giants,Team,Giants,Team,23,20
9,2020,Raiders,Chargers,Raiders,Chargers,31,26
9,2020,Cardinals,Dolphins,Dolphins,Cardinals,34,31
9,2020,Steelers,Cowboys,Steelers,Cowboys,24,19
9,2020,Buccaneers,Saints,Saints,Buccaneers,38,3
9,2020,Patriots,Jets,Patriots,Jets,30,27
10,2020,Titans,Colts,Colts,Titans,34,17
10,2020,Texans,Browns,Browns,Texans,10,7
10,2020,Lions,Team,Lions,Team,30,27
10,2020,Packers,Jaguars,Packers,Jaguars,24,20
10,2020,Panthers,Buccaneers,Buccaneers,Panthers,46,23
10,2020,Eagles,Giants,Giants,Eagles,27,17
10,2020,Raiders,Broncos,Raiders,Broncos,37,12
10,2020,Chargers,Dolphins,Dolphins,Chargers,29,21
10,2020,Bills,Cardinals,Cardinals,Bills,32,30
10,2020,Bengals,Steelers,Steelers,Bengals,36,10
10,2020,49ers,Saints,Saints,49ers,27,13
10,2020,Seahawks,Rams,Rams,Seahawks,23,16
10,2020,Patriots,Ravens,Patriots,Ravens,23,17
10,2020,Bears,Vikings,Vikings,Bears,19,13
11,2020,Seahawks,Cardinals,Seahawks,Cardinals,28,21
11,2020,Falcons,Saints,Saints,Falcons,24,9
11,2020,Bengals,Team,Team,Bengals,20,9
11,2020,Eagles,Browns,Browns,Eagles,22,17
11,2020,Texans,Patriots,Texans,Patriots,27,20
11,2020,Steelers,Jaguars,Steelers,Jaguars,27,3
11,2020,Titans,Ravens,Titans,Ravens,30,24
11,2020,Lions,Panthers,Panthers,Lions,20,0
11,2020,Dolphins,Broncos,Broncos,Dolphins,20,13
11,2020,Chargers,Jets,Chargers,Jets,34,28
11,2020,Colts,Packers,Colts,Packers,34,31
11,2020,Vikings,Cowboys,Cowboys,Vikings,31,28
11,2020,Raiders,Chiefs,Chiefs,Raiders,35,31
11,2020,Rams,Buccaneers,Rams,Buccaneers,27,24
12,2020,Texans,Lions,Texans,Lions,41,25
12,2020,Team,Cowboys,Team,Cowboys,41,16
12,2020,Raiders,Falcons,Falcons,Raiders,43,6
12,2020,Chargers,Bills,Bills,Chargers,27,17
12,2020,Giants,Bengals,Giants,Bengals,19,17
12,2020,Browns,Jaguars,Browns,Jaguars,27,25
12,2020,Titans,Colts,Titans,Colts,45,26
12,2020,Cardinals,Patriots,Patriots,Cardinals,20,17
12,2020,Jets,Dolphins,Dolphins,Jets,20,3
12,2020,Panthers,Vikings,Vikings,Panthers,28,27
12,2020,Saints,Broncos,Saints,Broncos,31,3
12,2020,49ers,Rams,49ers,Rams,23,20
12,2020,Chiefs,Buccaneers,Chiefs,Buccaneers,27,24
12,2020,Bears,Packers,Packers,Bears,41,25
12,2020,Seahawks,Eagles,Seahawks,Eagles,23,17
12,2020,Steelers,Ravens,Steelers,Ravens,19,14
13,2020,Falcons,Saints,Saints,Falcons,21,16
13,2020,Bears,Lions,Lions,Bears,34,30
13,2020,Dolphins,Bengals,Dolphins,Bengals,19,7
13,2020,Titans,Browns,Browns,Titans,41,35
13,2020,Texans,Colts,Colts,Texans,26,20
13,2020,Jaguars,Vikings,Vikings,Jaguars,27,24
13,2020,Jets,Raiders,Raiders,Jets,31,28
