Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
2,1994,Bengals,Chargers,Chargers,Bengals,27,10
2,1994,Cowboys,Oilers,Cowboys,Oilers,20,17
2,1994,Jets,Broncos,Jets,Broncos,25,22
2,1994,Redskins,Saints,Redskins,Saints,38,24
2,1994,Seahawks,Raiders,Seahawks,Raiders,38,9
2,1994,Cardinals,Giants,Giants,Cardinals,20,17
2,1994,Bears,Eagles,Eagles,Bears,30,22
3,1994,Oilers,Bills,Bills,Oilers,15,7
3,1994,Bears,Vikings,Vikings,Bears,42,14
3,1994,Bengals,Patriots,Patriots,Bengals,31,28
3,1994,Browns,Cardinals,Browns,Cardinals,32,0
3,1994,Steelers,Colts,Steelers,Colts,31,21
3,1994,Eagles,Packers,Eagles,Packers,13,7
3,1994,Jets,Dolphins,Dolphins,Jets,28,14
3,1994,Saints,Buccaneers,Saints,Buccaneers,9,7
3,1994,Raiders,Broncos,Raiders,Broncos,48,16
3,1994,Redskins,Giants,Giants,Redskins,31,23
3,1994,Rams,49ers,49ers,Rams,34,19
3,1994,Seahawks,Chargers,Chargers,Seahawks,24,10
3,1994,Falcons,Chiefs,Chiefs,Falcons,30,10
3,1994,Lions,Cowboys,Lions,Cowboys,20,17
4,1994,Falcons,Redskins,Falcons,Redskins,27,20
4,1994,Browns,Colts,Browns,Colts,21,14
4,1994,Buccaneers,Packers,Packers,Buccaneers,30,3
4,1994,Chiefs,Rams,Rams,Chiefs,16,0
4,1994,Vikings,Dolphins,Vikings,Dolphins,38,35
4,1994,Oilers,Bengals,Oilers,Bengals,20,13
4,1994,Lions,Patriots,Patriots,Lions,23,17
4,1994,Saints,49ers,49ers,Saints,24,13
4,1994,Chargers,Raiders,Chargers,Raiders,26,24
4,1994,Steelers,Seahawks,Seahawks,Steelers,30,13
4,1994,Jets,Bears,Bears,Jets,19,7
4,1994,Bills,Broncos,Bills,Broncos,27,20
5,1994,Cowboys,Redskins,Cowboys,Redskins,34,7
5,1994,Jets,Browns,Browns,Jets,27,7
5,1994,Colts,Seahawks,Colts,Seahawks,17,15
5,1994,Lions,Buccaneers,Buccaneers,Lions,24,14
5,1994,Patriots,Packers,Patriots,Packers,17,16
5,1994,Vikings,Cardinals,Cardinals,Vikings,17,7
5,1994,Eagles,49ers,Eagles,49ers,40,8
5,1994,Rams,Falcons,Falcons,Rams,8,5
5,1994,Bills,Bears,Bears,Bills,20,13
5,1994,Saints,Giants,Saints,Giants,27,22
5,1994,Dolphins,Bengals,Dolphins,Bengals,23,7
5,1994,Oilers,Steelers,Steelers,Oilers,30,14
6,1994,Buccaneers,Falcons,Falcons,Buccaneers,34,13
6,1994,Bills,Dolphins,Bills,Dolphins,21,11
6,1994,Saints,Bears,Bears,Saints,17,7
6,1994,Jets,Colts,Jets,Colts,16,6
6,1994,49ers,Lions,49ers,Lions,27,21
6,1994,Packers,Rams,Packers,Rams,24,17
6,1994,Cowboys,Cardinals,Cowboys,Cardinals,38,3
6,1994,Broncos,Seahawks,Broncos,Seahawks,16,9
6,1994,Chiefs,Chargers,Chargers,Chiefs,20,6
6,1994,Patriots,Raiders,Raiders,Patriots,21,17
6,1994,Eagles,Redskins,Eagles,Redskins,21,17
6,1994,Giants,Vikings,Vikings,Giants,27,10
7,1994,Browns,Oilers,Browns,Oilers,11,8
7,1994,Steelers,Bengals,Steelers,Bengals,14,10
7,1994,Cardinals,Redskins,Cardinals,Redskins,19,16
7,1994,49ers,Falcons,49ers,Falcons,42,3
7,1994,Bills,Colts,Colts,Bills,27,17
7,1994,Dolphins,Raiders,Dolphins,Raiders,20,17
7,1994,Patriots,Jets,Jets,Patriots,24,17
7,1994,Cowboys,Eagles,Cowboys,Eagles,24,13
7,1994,Rams,Giants,Rams,Giants,17,10
7,1994,Saints,Chargers,Chargers,Saints,36,22
7,1994,Broncos,Chiefs,Chiefs,Broncos,31,28
8,1994,Packers,Vikings,Vikings,Packers,13,10
8,1994,Bears,Lions,Lions,Bears,21,16
8,1994,Browns,Bengals,Browns,Bengals,37,13
8,1994,Chiefs,Seahawks,Chiefs,Seahawks,38,23
8,1994,Steelers,Giants,Steelers,Giants,10,6
8,1994,Colts,Redskins,Redskins,Colts,41,27
8,1994,Rams,Saints,Saints,Rams,37,34
8,1994,Cardinals,Cowboys,Cowboys,Cardinals,28,21
8,1994,Broncos,Chargers,Broncos,Chargers,20,15
8,1994,Falcons,Raiders,Raiders,Falcons,30,17
8,1994,Buccaneers,49ers,49ers,Buccaneers,41,16
8,1994,Eagles,Oilers,Eagles,Oilers,21,6
9,1994,Bills,Chiefs,Bills,Chiefs,44,10
9,1994,Cowboys,Bengals,Cowboys,Bengals,23,20
9,1994,Giants,Lions,Lions,Giants,28,25
9,1994,Eagles,Redskins,Eagles,Redskins,31,29
9,1994,Broncos,Browns,Broncos,Browns,26,14
9,1994,Patriots,Dolphins,Dolphins,Patriots,23,3
9,1994,Vikings,Buccaneers,Vikings,Buccaneers,36,13
9,1994,Raiders,Oilers,Raiders,Oilers,17,14
9,1994,Seahawks,Chargers,Chargers,Seahawks,35,15
9,1994,Jets,Colts,Colts,Jets,28,25
9,1994,Steelers,Cardinals,Cardinals,Steelers,20,17
9,1994,Packers,Bears,Packers,Bears,33,6
10,1994,Falcons,Chargers,Falcons,Chargers,10,9
10,1994,Buccaneers,Bears,Bears,Buccaneers,20,6
10,1994,Lions,Packers,Packers,Lions,38,30
10,1994,Saints,Vikings,Vikings,Saints,21,20
10,1994,Oilers,Steelers,Steelers,Oilers,12,9
10,1994,Redskins,49ers,49ers,Redskins,37,22
10,1994,Dolphins,Colts,Dolphins,Colts,22,21
10,1994,Bills,Jets,Jets,Bills,22,17
10,1994,Bengals,Seahawks,Bengals,Seahawks,20,17
10,1994,Browns,Patriots,Browns,Patriots,13,6
10,1994,Cardinals,Eagles,Eagles,Cardinals,17,7
10,1994,Broncos,Rams,Rams,Broncos,27,21
10,1994,Raiders,Chiefs,Chiefs,Raiders,13,3
10,1994,Giants,Cowboys,Cowboys,Giants,38,10
11,1994,Saints,Falcons,Saints,Falcons,33,32
11,1994,Dolphins,Bears,Bears,Dolphins,17,14
11,1994,Oilers,Bengals,Bengals,Oilers,34,31
11,1994,Eagles,Browns,Browns,Eagles,26,7
11,1994,Cardinals,Giants,Cardinals,Giants,10,9
11,1994,Chargers,Chiefs,Chargers,Chiefs,14,13
11,1994,Patriots,Vikings,Patriots,Vikings,26,20
11,1994,49ers,Cowboys,49ers,Cowboys,21,14
11,1994,Broncos,Seahawks,Broncos,Seahawks,17,10
11,1994,Packers,Jets,Packers,Jets,17,10
11,1994,Raiders,Rams,Raiders,Rams,20,17
11,1994,Buccaneers,Lions,Lions,Buccaneers,14,9
11,1994,Steelers,Bills,Steelers,Bills,23,10
12,1994,Bills,Packers,Bills,Packers,29,20
12,1994,Lions,Bears,Bears,Lions,20,10
12,1994,Colts,Bengals,Colts,Bengals,17,13
12,1994,Browns,Chiefs,Chiefs,Browns,20,13
12,1994,Cowboys,Redskins,Cowboys,Redskins,31,7
12,1994,Dolphins,Steelers,Steelers,Dolphins,16,13
12,1994,Chargers,Patriots,Patriots,Chargers,23,17
12,1994,Falcons,Broncos,Broncos,Falcons,32,28
12,1994,Eagles,Cardinals,Cardinals,Eagles,12,6
12,1994,Vikings,Jets,Jets,Vikings,31,21
12,1994,Saints,Raiders,Raiders,Saints,24,19
12,1994,Seahawks,Buccaneers,Seahawks,Buccaneers,22,21
12,1994,49ers,Rams,49ers,Rams,31,27
12,1994,Giants,Oilers,Giants,Oilers,13,10
13,1994,Bills,Lions,Lions,Bills,35,21
13,1994,Cowboys,Packers,Cowboys,Packers,42,31
13,1994,Falcons,Eagles,Falcons,Eagles,28,21
13,1994,Browns,Oilers,Browns,Oilers,34,10
13,1994,Dolphins,Jets,Dolphins,Jets,28,24
13,1994,Vikings,Buccaneers,Buccaneers,Vikings,20,17
13,1994,Bears,Cardinals,Bears,Cardinals,19,16
13,1994,Bengals,Broncos,Broncos,Bengals,15,13
13,1994,Seahawks,Chiefs,Seahawks,Chiefs,10,9
13,1994,Redskins,Giants,Giants,Redskins,21,19
13,1994,Steelers,Raiders,Steelers,Raiders,21,3
13,1994,Chargers,Rams,Chargers,Rams,31,17
13,1994,Colts,Patriots,Patriots,Colts,12,10
13,1994,49ers,Saints,49ers,Saints,35,14
14,1994,Bears,Vikings,Vikings,Bears,33,27
14,1994,Bengals,Steelers,Steelers,Bengals,38,15
14,1994,Cowboys,Eagles,Cowboys,Eagles,31,19
14,1994,Jets,Patriots,Patriots,Jets,24,13
14,1994,Buccaneers,Redskins,Buccaneers,Redskins,26,21
14,1994,49ers,Falcons,49ers,Falcons,50,14
14,1994,Browns,Giants,Giants,Browns,16,13
14,1994,Seahawks,Colts,Colts,Seahawks,31,19
14,1994,Oilers,Cardinals,Cardinals,Oilers,30,12
14,1994,Broncos,Chiefs,Broncos,Chiefs,20,17
14,1994,Lions,Packers,Lions,Packers,34,31
14,1994,Rams,Saints,Saints,Rams,31,15
14,1994,Dolphins,Bills,Bills,Dolphins,42,31
14,1994,Chargers,Raiders,Raiders,Chargers,24,17
15,1994,Jets,Lions,Lions,Jets,18,7
15,1994,Browns,Cowboys,Browns,Cowboys,19,14
15,1994,Vikings,Bills,Vikings,Bills,21,17
15,1994,Bears,Packers,Packers,Bears,40,3
15,1994,Giants,Bengals,Giants,Bengals,27,20
15,1994,Patriots,Colts,Patriots,Colts,28,13
15,1994,Steelers,Eagles,Steelers,Eagles,14,3
15,1994,Rams,Buccaneers,Buccaneers,Rams,24,14
15,1994,Cardinals,Redskins,Cardinals,Redskins,17,15
15,1994,Raiders,Broncos,Raiders,Broncos,23,13
15,1994,Oilers,Seahawks,Seahawks,Oilers,16,14
15,1994,49ers,Chargers,49ers,Chargers,38,15
15,1994,Saints,Falcons,Saints,Falcons,29,20
15,1994,Dolphins,Chiefs,Dolphins,Chiefs,45,28
16,1994,Lions,Vikings,Lions,Vikings,41,19
16,1994,Broncos,49ers,49ers,Broncos,42,19
16,1994,Packers,Falcons,Packers,Falcons,21,17
16,1994,Bills,Patriots,Patriots,Bills,41,17
16,1994,Rams,Bears,Bears,Rams,27,13
16,1994,Jets,Chargers,Chargers,Jets,21,6
16,1994,Redskins,Buccaneers,Buccaneers,Redskins,17,14
16,1994,Bengals,Cardinals,Cardinals,Bengals,28,7
16,1994,Browns,Steelers,Steelers,Browns,17,7
16,1994,Colts,Dolphins,Colts,Dolphins,10,6
16,1994,Chiefs,Oilers,Chiefs,Oilers,31,9
16,1994,Eagles,Giants,Giants,Eagles,16,13
16,1994,Raiders,Seahawks,Raiders,Seahawks,17,16
16,1994,Saints,Cowboys,Cowboys,Saints,24,16
17,1994,Cardinals,Falcons,Falcons,Cardinals,10,6
17,1994,Bills,Colts,Colts,Bills,10,9
17,1994,Patriots,Bears,Patriots,Bears,13,3
17,1994,Eagles,Bengals,Bengals,Eagles,33,30
17,1994,Seahawks,Browns,Browns,Seahawks,35,9
17,1994,Cowboys,Giants,Giants,Cowboys,15,10
17,1994,Packers,Buccaneers,Packers,Buccaneers,34,19
17,1994,Saints,Broncos,Saints,Broncos,30,28
17,1994,Raiders,Chiefs,Chiefs,Raiders,19,9
17,1994,Oilers,Jets,Oilers,Jets,24,10
17,1994,Chargers,Steelers,Chargers,Steelers,37,34
17,1994,Rams,Redskins,Redskins,Rams,24,21
17,1994,Lions,Dolphins,Dolphins,Lions,27,20
17,1994,49ers,Vikings,Vikings,49ers,21,14
WildCard,1994,Lions,Packers,Packers,Lions,16,12
WildCard,1994,Dolphins,Chiefs,Dolphins,Chiefs,27,17
WildCard,1994,Patriots,Browns,Browns,Patriots,20,13
WildCard,1994,Bears,Vikings,Bears,Vikings,35,18
Division,1994,Browns,Steelers,Steelers,Browns,29,9
Division,1994,49ers,Bears,49ers,Bears,44,15
Division,1994,Cowboys,Packers,Cowboys,Packers,35,9
Division,1994,Chargers,Dolphins,Chargers,Dolphins,22,21
ConfChamp,1994,Steelers,Chargers,Chargers,Steelers,17,13
ConfChamp,1994,49ers,Cowboys,49ers,Cowboys,38,28
SuperBowl,1994,49ers,Chargers,49ers,Chargers,49,26
1,1995,Panthers,Falcons,Falcons,Panthers,23,20
1,1995,Colts,Bengals,Bengals,Colts,24,21
1,1995,Browns,Patriots,Patriots,Browns,17,14
1,1995,Steelers,Lions,Steelers,Lions,23,20
1,1995,Rams,Packers,Rams,Packers,17,14
1,1995,Jaguars,Oilers,Oilers,Jaguars,10,3
1,1995,49ers,Saints,49ers,Saints,24,22
1,1995,Buccaneers,Eagles,Buccaneers,Eagles,21,6
1,1995,Bears,Vikings,Bears,Vikings,31,14
1,1995,Redskins,Cardinals,Redskins,Cardinals,27,7
1,1995,Chiefs,Seahawks,Chiefs,Seahawks,34,10
1,1995,Jets,Dolphins,Dolphins,Jets,52,14
1,1995,Raiders,Chargers,Raiders,Chargers,17,7
1,1995,Bills,Broncos,Broncos,Bills,22,7
1,1995,Cowboys,Giants,Cowboys,Giants,35,0
2,1995,Bills,Panthers,Bills,Panthers,31,9
2,1995,Buccaneers,Browns,Browns,Buccaneers,22,6
2,1995,Vikings,Lions,Vikings,Lions,20,10
2,1995,Chiefs,Giants,Chiefs,Giants,20,17
2,1995,Patriots,Dolphins,Dolphins,Patriots,20,3
2,1995,Saints,Rams,Rams,Saints,17,13
2,1995,Steelers,Oilers,Steelers,Oilers,34,17
2,1995,Raiders,Redskins,Raiders,Redskins,20,8
2,1995,Falcons,49ers,49ers,Falcons,41,10
2,1995,Jaguars,Bengals,Bengals,Jaguars,24,17
2,1995,Colts,Jets,Colts,Jets,27,24
2,1995,Broncos,Cowboys,Cowboys,Broncos,31,21
2,1995,Chargers,Seahawks,Chargers,Seahawks,14,10
2,1995,Cardinals,Eagles,Eagles,Cardinals,31,19
2,1995,Packers,Bears,Packers,Bears,27,24
3,1995,Falcons,Saints,Falcons,Saints,27,24
3,1995,Colts,Bills,Bills,Colts,20,14
3,1995,Panthers,Rams,Rams,Panthers,31,10
3,1995,Browns,Oilers,Browns,Oilers,14,7
3,1995,Cardinals,Lions,Cardinals,Lions,20,17
3,1995,Packers,Giants,Packers,Giants,14,6
3,1995,Chiefs,Raiders,Chiefs,Raiders,23,17
3,1995,Eagles,Chargers,Chargers,Eagles,27,21
3,1995,Bears,Buccaneers,Bears,Buccaneers,25,6
3,1995,Bengals,Seahawks,Seahawks,Bengals,24,21
3,1995,Broncos,Redskins,Broncos,Redskins,38,31
3,1995,Jaguars,Jets,Jets,Jaguars,27,10
3,1995,Patriots,49ers,49ers,Patriots,28,3
3,1995,Vikings,Cowboys,Cowboys,Vikings,23,17
3,1995,Steelers,Dolphins,Dolphins,Steelers,23,10
4,1995,Bears,Rams,Rams,Bears,34,28
4,1995,Steelers,Vikings,Vikings,Steelers,44,24
4,1995,Saints,Giants,Giants,Saints,45,29
4,1995,Redskins,Buccaneers,Buccaneers,Redskins,14,6
4,1995,Falcons,Jets,Falcons,Jets,13,3
4,1995,Oilers,Bengals,Oilers,Bengals,38,28
4,1995,Browns,Chiefs,Browns,Chiefs,35,17
4,1995,Cowboys,Cardinals,Cowboys,Cardinals,34,20
4,1995,Broncos,Chargers,Chargers,Broncos,17,6
4,1995,Eagles,Raiders,Raiders,Eagles,48,17
4,1995,Jaguars,Packers,Packers,Jaguars,24,14
4,1995,Lions,49ers,Lions,49ers,27,24
5,1995,Buccaneers,Panthers,Buccaneers,Panthers,20,13
5,1995,Rams,Colts,Colts,Rams,21,18
5,1995,Falcons,Patriots,Falcons,Patriots,30,17
5,1995,Dolphins,Bengals,Dolphins,Bengals,26,23
5,1995,Cowboys,Redskins,Redskins,Cowboys,27,23
5,1995,Saints,Eagles,Eagles,Saints,15,10
5,1995,Cardinals,Chiefs,Chiefs,Cardinals,24,3
5,1995,Broncos,Seahawks,Seahawks,Broncos,27,10
5,1995,Oilers,Jaguars,Jaguars,Oilers,17,16
5,1995,49ers,Giants,49ers,Giants,20,6
5,1995,Steelers,Chargers,Steelers,Chargers,31,16
5,1995,Raiders,Jets,Raiders,Jets,47,10
5,1995,Bills,Browns,Bills,Browns,22,19
6,1995,Jets,Bills,Bills,Jets,29,10
6,1995,Panthers,Bears,Bears,Panthers,31,27
6,1995,Vikings,Oilers,Vikings,Oilers,23,17
6,1995,Buccaneers,Bengals,Buccaneers,Bengals,19,16
6,1995,Packers,Cowboys,Cowboys,Packers,34,24
6,1995,Jaguars,Steelers,Jaguars,Steelers,20,16
6,1995,Redskins,Eagles,Eagles,Redskins,37,34
6,1995,Dolphins,Colts,Colts,Dolphins,27,24
6,1995,Lions,Browns,Lions,Browns,38,20
6,1995,Giants,Cardinals,Giants,Cardinals,27,21
6,1995,Seahawks,Raiders,Raiders,Seahawks,34,14
6,1995,Patriots,Broncos,Broncos,Patriots,37,3
6,1995,Chiefs,Chargers,Chiefs,Chargers,29,23
7,1995,Rams,Falcons,Rams,Falcons,21,19
7,1995,Bills,Seahawks,Bills,Seahawks,27,21
7,1995,Bears,Jaguars,Bears,Jaguars,30,27
7,1995,49ers,Colts,Colts,49ers,18,17
7,1995,Packers,Lions,Packers,Lions,30,21
7,1995,Vikings,Buccaneers,Buccaneers,Vikings,20,17
7,1995,Patriots,Chiefs,Chiefs,Patriots,31,26
7,1995,Giants,Eagles,Eagles,Giants,17,14
7,1995,Jets,Panthers,Panthers,Jets,26,15
7,1995,Saints,Dolphins,Saints,Dolphins,33,30
7,1995,Redskins,Cardinals,Cardinals,Redskins,24,20
7,1995,Chargers,Cowboys,Cowboys,Chargers,23,9
7,1995,Broncos,Raiders,Broncos,Raiders,27,0
8,1995,Steelers,Bengals,Bengals,Steelers,27,9
8,1995,Buccaneers,Falcons,Falcons,Buccaneers,24,21
8,1995,Panthers,Saints,Panthers,Saints,20,3
8,1995,Oilers,Bears,Bears,Oilers,35,32
8,1995,Browns,Jaguars,Jaguars,Browns,23,15
8,1995,Redskins,Lions,Redskins,Lions,36,30
8,1995,Vikings,Packers,Packers,Vikings,38,21
8,1995,Dolphins,Jets,Jets,Dolphins,17,16
8,1995,Raiders,Colts,Raiders,Colts,30,17
8,1995,49ers,Rams,49ers,Rams,44,10
8,1995,Chiefs,Broncos,Chiefs,Broncos,21,7
8,1995,Seahawks,Chargers,Chargers,Seahawks,35,25
8,1995,Bills,Patriots,Patriots,Bills,27,14
9,1995,Falcons,Cowboys,Cowboys,Falcons,28,13
9,1995,Panthers,Patriots,Panthers,Patriots,20,17
9,1995,Browns,Bengals,Browns,Bengals,29,26
9,1995,Jets,Colts,Colts,Jets,17,10
9,1995,Lions,Packers,Lions,Packers,24,16
9,1995,Rams,Eagles,Eagles,Rams,20,9
9,1995,Jaguars,Steelers,Steelers,Jaguars,24,7
9,1995,Dolphins,Bills,Dolphins,Bills,23,6
9,1995,Seahawks,Cardinals,Cardinals,Seahawks,20,14
9,1995,49ers,Saints,Saints,49ers,11,7
9,1995,Oilers,Buccaneers,Oilers,Buccaneers,19,7
9,1995,Giants,Redskins,Giants,Redskins,24,15
9,1995,Vikings,Bears,Bears,Vikings,14,6
10,1995,Lions,Falcons,Falcons,Lions,34,22
10,1995,Colts,Bills,Bills,Colts,16,10
10,1995,Oilers,Browns,Oilers,Browns,37,10
10,1995,Packers,Vikings,Vikings,Packers,27,24
10,1995,Redskins,Chiefs,Chiefs,Redskins,24,3
10,1995,Rams,Saints,Saints,Rams,19,10
10,1995,Jets,Patriots,Patriots,Jets,20,7
10,1995,49ers,Panthers,Panthers,49ers,13,7
10,1995,Bears,Steelers,Steelers,Bears,37,34
10,1995,Raiders,Bengals,Raiders,Bengals,20,17
10,1995,Broncos,Cardinals,Broncos,Cardinals,38,6
10,1995,Giants,Seahawks,Seahawks,Giants,30,28
10,1995,Dolphins,Chargers,Dolphins,Chargers,24,14
10,1995,Eagles,Cowboys,Cowboys,Eagles,34,12
11,1995,Bills,Falcons,Bills,Falcons,23,17
11,1995,Panthers,Rams,Rams,Panthers,28,17
11,1995,Packers,Bears,Packers,Bears,35,28
11,1995,Bengals,Oilers,Bengals,Oilers,32,25
11,1995,Saints,Colts,Saints,Colts,17,14
11,1995,Lions,Buccaneers,Lions,Buccaneers,27,24
11,1995,Seahawks,Jaguars,Seahawks,Jaguars,47,30
11,1995,Dolphins,Patriots,Patriots,Dolphins,34,17
11,1995,Giants,Raiders,Raiders,Giants,17,13
11,1995,Cardinals,Vikings,Vikings,Cardinals,30,24
11,1995,Cowboys,49ers,49ers,Cowboys,38,20
11,1995,Chiefs,Chargers,Chiefs,Chargers,22,7
11,1995,Eagles,Broncos,Eagles,Broncos,31,13
11,1995,Steelers,Browns,Steelers,Browns,20,3
12,1995,Rams,Falcons,Falcons,Rams,31,6
12,1995,Panthers,Cardinals,Panthers,Cardinals,27,7
12,1995,Lions,Bears,Lions,Bears,24,17
12,1995,Bengals,Steelers,Steelers,Bengals,49,31
12,1995,Browns,Packers,Packers,Browns,31,20
12,1995,Patriots,Colts,Colts,Patriots,24,10
12,1995,Jaguars,Buccaneers,Buccaneers,Jaguars,17,16
12,1995,Giants,Eagles,Eagles,Giants,28,19
12,1995,Redskins,Seahawks,Seahawks,Redskins,27,20
12,1995,Bills,Jets,Bills,Jets,28,26
12,1995,Raiders,Cowboys,Cowboys,Raiders,34,21
12,1995,Broncos,Chargers,Broncos,Chargers,30,27
12,1995,Saints,Vikings,Vikings,Saints,43,24
12,1995,Chiefs,Oilers,Chiefs,Oilers,20,13
12,1995,Dolphins,49ers,49ers,Dolphins,44,20
13,1995,Vikings,Lions,Lions,Vikings,44,38
13,1995,Chiefs,Cowboys,Cowboys,Chiefs,24,12
13,1995,Patriots,Bills,Patriots,Bills,35,25
13,1995,Bears,Giants,Bears,Giants,27,24
13,1995,Bengals,Jaguars,Bengals,Jaguars,17,13
13,1995,Colts,Dolphins,Colts,Dolphins,36,28
13,1995,Buccaneers,Packers,Packers,Buccaneers,35,13
13,1995,Redskins,Eagles,Eagles,Redskins,14,7
13,1995,Falcons,Cardinals,Cardinals,Falcons,40,37
13,1995,Steelers,Browns,Steelers,Browns,20,17
13,1995,Broncos,Oilers,Oilers,Broncos,42,33
13,1995,Jets,Seahawks,Jets,Seahawks,16,10
13,1995,Rams,49ers,49ers,Rams,41,13
13,1995,Saints,Panthers,Saints,Panthers,34,26
13,1995,Chargers,Raiders,Chargers,Raiders,12,6
14,1995,Cardinals,Giants,Giants,Cardinals,10,6
14,1995,Falcons,Dolphins,Dolphins,Falcons,21,20
14,1995,Panthers,Colts,Panthers,Colts,13,10
14,1995,Packers,Bengals,Packers,Bengals,24,10
14,1995,Buccaneers,Vikings,Vikings,Buccaneers,31,17
14,1995,Saints,Patriots,Saints,Patriots,31,17
14,1995,Jets,Rams,Rams,Jets,23,20
14,1995,Oilers,Steelers,Steelers,Oilers,21,7
14,1995,Chargers,Browns,Chargers,Browns,31,13
14,1995,Cowboys,Redskins,Redskins,Cowboys,24,17
14,1995,Broncos,Jaguars,Broncos,Jaguars,31,23
14,1995,Raiders,Chiefs,Chiefs,Raiders,29,23
14,1995,Seahawks,Eagles,Seahawks,Eagles,26,14
14,1995,49ers,Bills,49ers,Bills,27,17
14,1995,Bears,Lions,Lions,Bears,27,7
15,1995,Vikings,Browns,Vikings,Browns,27,11
15,1995,Chargers,Cardinals,Chargers,Cardinals,28,25
15,1995,Saints,Falcons,Falcons,Saints,19,14
15,1995,Bills,Rams,Bills,Rams,45,27
15,1995,49ers,Panthers,49ers,Panthers,31,10
15,1995,Bears,Bengals,Bengals,Bears,16,10
15,1995,Jaguars,Colts,Colts,Jaguars,41,31
15,1995,Eagles,Cowboys,Eagles,Cowboys,20,17
15,1995,Lions,Oilers,Lions,Oilers,24,17
15,1995,Jets,Patriots,Patriots,Jets,31,28
15,1995,Seahawks,Broncos,Seahawks,Broncos,31,27
15,1995,Redskins,Giants,Giants,Redskins,20,13
15,1995,Raiders,Steelers,Steelers,Raiders,29,10
15,1995,Packers,Buccaneers,Buccaneers,Packers,13,10
15,1995,Chiefs,Dolphins,Dolphins,Chiefs,13,6
16,1995,Patriots,Steelers,Steelers,Patriots,41,27
16,1995,Saints,Packers,Packers,Saints,34,23
16,1995,Falcons,Panthers,Panthers,Falcons,21,17
16,1995,Bills,Dolphins,Bills,Dolphins,23,20
16,1995,Buccaneers,Bears,Bears,Buccaneers,31,10
16,1995,Bengals,Browns,Browns,Bengals,26,10
16,1995,Cardinals,Eagles,Eagles,Cardinals,21,20
16,1995,Jaguars,Lions,Lions,Jaguars,44,0
16,1995,Oilers,Jets,Oilers,Jets,23,6
16,1995,Redskins,Rams,Redskins,Rams,35,23
16,1995,Colts,Chargers,Chargers,Colts,27,24
16,1995,Cowboys,Giants,Cowboys,Giants,21,20
16,1995,Chiefs,Broncos,Chiefs,Broncos,20,17
16,1995,Raiders,Seahawks,Seahawks,Raiders,44,10
16,1995,49ers,Vikings,49ers,Vikings,37,30
17,1995,Chargers,Giants,Chargers,Giants,27,17
17,1995,Lions,Buccaneers,Lions,Buccaneers,37,10
17,1995,Colts,Patriots,Colts,Patriots,10,7
17,1995,Falcons,49ers,Falcons,49ers,28,27
17,1995,Oilers,Bills,Oilers,Bills,28,17
17,1995,Bears,Eagles,Bears,Eagles,20,14
17,1995,Vikings,Bengals,Bengals,Vikings,27,24
17,1995,Browns,Jaguars,Jaguars,Browns,24,21
17,1995,Packers,Steelers,Packers,Steelers,24,19
17,1995,Seahawks,Chiefs,Chiefs,Seahawks,26,3
17,1995,Jets,Saints,Saints,Jets,12,0
17,1995,Redskins,Panthers,Redskins,Panthers,20,17
17,1995,Broncos,Raiders,Broncos,Raiders,31,28
17,1995,Dolphins,Rams,Dolphins,Rams,41,22
17,1995,Cowboys,Cardinals,Cowboys,Cardinals,37,13
WildCard,1995,Dolphins,Bills,Bills,Dolphins,37,22
WildCard,1995,Lions,Eagles,Eagles,Lions,58,37
WildCard,1995,Packers,Falcons,Packers,Falcons,37,20
WildCard,1995,Colts,Chargers,Colts,Chargers,35,20
Division,1995,Steelers,Bills,Steelers,Bills,40,21
Division,1995,Packers,49ers,Packers,49ers,27,17
Division,1995,Eagles,Cowboys,Cowboys,Eagles,30,11
Division,1995,Chiefs,Colts,Colts,Chiefs,10,7
ConfChamp,1995,Steelers,Colts,Steelers,Colts,20,16
ConfChamp,1995,Cowboys,Packers,Cowboys,Packers,38,27
SuperBowl,1995,Cowboys,Steelers,Cowboys,Steelers,27,17
1,1996,Falcons,Panthers,Panthers,Falcons,29,6
1,1996,Rams,Bengals,Rams,Bengals,26,16
1,1996,Colts,Cardinals,Colts,Cardinals,20,13
1,1996,Vikings,Lions,Vikings,Lions,17,13
1,1996,Steelers,Jaguars,Jaguars,Steelers,24,9
1,1996,Oilers,Chiefs,Chiefs,Oilers,20,19
1,1996,Redskins,Eagles,Eagles,Redskins,17,14
1,1996,Raiders,Ravens,Ravens,Raiders,19,14
1,1996,Jets,Broncos,Broncos,Jets,31,6
1,1996,Buccaneers,Packers,Packers,Buccaneers,34,3
1,1996,Dolphins,Patriots,Dolphins,Patriots,24,10
1,1996,49ers,Saints,49ers,Saints,27,11
1,1996,Chargers,Seahawks,Chargers,Seahawks,29,7
1,1996,Bills,Giants,Bills,Giants,23,20
1,1996,Cowboys,Bears,Bears,Cowboys,22,6
2,1996,Falcons,Vikings,Vikings,Falcons,23,17
2,1996,Bills,Patriots,Bills,Patriots,17,10
2,1996,Saints,Panthers,Panthers,Saints,22,20
2,1996,Redskins,Bears,Redskins,Bears,10,3
2,1996,Jets,Colts,Colts,Jets,21,7
2,1996,Buccaneers,Lions,Lions,Buccaneers,21,6
2,1996,Jaguars,Oilers,Oilers,Jaguars,34,27
